date,open,high,low,close,volume,interval,vol_zscore,single_candle,multi_candle,candle,CDL_open,CDL_high,CDL_low,CDL_close,CDL_body_size,CDL_shadow_ratio,range_to_body_ratio,type,cdl_emotion,cdl_strength,cdl_implication,cdl_direction,last_close,price_dir,price_chg
2025-06-24 11:30:00+05:30,536.0,536.9,535.45,536.9,14219,5minute,-0.6084249083878677,unknown,unknown,unknown,,,,,,,1.6110932100754085,,,,,,,sideways,
2025-06-24 11:35:00+05:30,536.9,536.9,535.9,536.5,9081,5minute,-0.9421242502436687,bearish_belt_hold,tweezer_top,tweezer_top,536.9,536.9,535.9,536.5,0.0007455731593662204,1.500000000000142,2.499937501562603,bearish,decisive,moderate,reversal,down,536.5,sideways,0.0
2025-06-24 11:40:00+05:30,536.7,538.0,536.6,538.0,7819,5minute,-0.9330997908016532,bullish_belt_hold,unknown,bullish_belt_hold,536.7,538.0,536.6,538.0,0.0024163568773233357,0.0769230769230971,1.076914792963151,bullish,decisive,moderate,reversal,up,539.25,up,0.18
2025-06-24 11:45:00+05:30,538.0,538.55,537.85,538.4,12512,5minute,-0.4787055121430313,unknown,unknown,unknown,,,,,,,1.7499562510936515,,,,,,,sideways,
2025-06-24 11:50:00+05:30,538.45,539.5,538.25,538.3,19340,5minute,0.7439777773800653,shooting_star,unknown,shooting_star,538.45,539.5,538.25,538.3,0.00027865502507912123,7.33333333332828,8.332777814807294,bearish,decisive,moderate,reversal,down,538.3,sideways,0.0
2025-06-24 11:55:00+05:30,538.65,539.15,537.55,539.0,11116,5minute,-0.6347005050568879,hammer,bullish_kicker,bullish_kicker,538.65,539.15,537.55,539.0,0.0006493506493506915,3.5714285714283394,4.571297962915113,bullish,decisive,strong,reversal,up,546.45,up,1.38
2025-06-24 12:00:00+05:30,539.0,539.8,538.75,539.25,10992,5minute,-0.5573923338554382,unknown,unknown,unknown,,,,,,,4.199832006719549,,,,,,,sideways,
2025-06-24 12:05:00+05:30,539.25,539.25,538.5,539.1,5245,5minute,-1.4818552553757682,bearish_belt_hold,unknown,bearish_belt_hold,539.25,539.25,538.5,539.1,0.000278241513633792,4.000000000000758,4.999666688888165,bearish,decisive,moderate,reversal,down,539.1,sideways,0.0
2025-06-24 12:10:00+05:30,539.1,539.35,538.55,539.15,6969,5minute,-1.0121624461998215,doji,unknown,doji,539.1,539.35,538.55,539.15,9.27385699711667e-05,15.000000000015916,15.996800639887935,neutral,indecision,,reversal,trend,541.35,up,0.44
2025-06-24 12:15:00+05:30,539.2,539.4,538.7,539.0,11394,5minute,0.04104445423570759,unknown,bearish_engulfing,bearish_engulfing,539.2,539.4,538.7,539.0,0.00037105751391474116,2.499999999998863,3.4998250087484255,bearish,decisive,strong,reversal,down,539.0,sideways,0.0
2025-06-24 12:20:00+05:30,539.85,542.5,539.35,541.35,52812,5minute,3.311068084275365,unknown,bullish_kicker,bullish_kicker,539.85,542.5,539.35,541.35,0.0027708506511499027,1.0999999999999848,2.0999860000933173,bullish,decisive,strong,reversal,up,541.35,sideways,0.0
2025-06-24 12:25:00+05:30,540.9,541.1,539.05,540.9,21004,5minute,0.538337862056505,doji,unknown,doji,540.9,541.1,539.05,540.9,0.0,0.0,205000.0000000068,neutral,indecision,,reversal,trend,541.35,up,0.36
2025-06-24 12:30:00+05:30,540.85,540.9,540.25,540.65,7785,5minute,-0.560217232545074,unknown,unknown,unknown,,,,,,,3.249837508123741,,,,,,,sideways,
2025-06-24 12:35:00+05:30,540.65,541.6,540.3,540.5,13385,5minute,-0.09793099574304559,unknown,unknown,unknown,,,,,,,8.666088927406607,,,,,,,sideways,
2025-06-24 12:40:00+05:30,540.5,540.65,538.85,539.4,16722,5minute,0.16780098039212274,unknown,three_black_crows,three_black_crows,540.5,540.65,538.85,539.4,0.0020393029291806133,0.6363636363635612,1.6363487604657387,bearish,decisive,strong,continuation,down,539.4,sideways,0.0
2025-06-24 12:45:00+05:30,539.0,541.45,539.0,541.35,19429,5minute,0.3348975370446723,bullish_belt_hold,unknown,bullish_belt_hold,539.0,541.45,539.0,541.35,0.004340999353468223,0.042553191489370965,1.0425487551116897,bullish,decisive,moderate,reversal,up,541.35,sideways,0.0
2025-06-24 12:50:00+05:30,541.45,541.45,540.3,540.85,10753,5minute,-0.42026595956397617,bearish_belt_hold,tweezer_top,tweezer_top,541.45,541.45,540.3,540.85,0.0011093648886013178,0.9166666666667456,1.9166347227546998,bearish,decisive,moderate,reversal,down,540.85,sideways,0.0
2025-06-24 12:55:00+05:30,541.1,545.05,540.4,544.0,68190,5minute,2.665737481580794,unknown,unknown,unknown,,,,,,,1.6034427467491539,,,,,,,sideways,
2025-06-24 13:00:00+05:30,544.0,545.0,542.5,544.2,40934,5minute,1.034895196750908,doji,unknown,doji,544.0,545.0,542.5,544.2,0.000367511944138268,11.499999999997158,12.499375031245595,neutral,indecision,,reversal,trend,546.45,up,0.28
2025-06-24 13:05:00+05:30,544.65,545.75,544.25,544.9,41757,5minute,0.9384115339551897,unknown,unknown,unknown,,,,,,,5.9997600095996155,,,,,,,sideways,
2025-06-24 13:10:00+05:30,544.9,546.95,544.7,546.45,61948,5minute,1.6081027880485121,unknown,unknown,unknown,,,,,,,1.4516035380416261,,,,,,,sideways,
2025-06-24 13:15:00+05:30,546.5,546.5,544.75,545.15,31246,5minute,0.11369617629151758,bearish_belt_hold,unknown,bearish_belt_hold,546.5,546.5,544.75,545.15,0.002476382646977938,0.29629629629627446,1.2962866941726139,bearish,decisive,moderate,reversal,down,545.15,sideways,0.0
2025-06-24 13:20:00+05:30,545.2,546.9,544.8,546.05,82607,5minute,1.9953584097363042,unknown,bullish_harami,bullish_harami,545.2,546.9,544.8,546.05,0.0015566340078745702,1.4705882352944089,2.47055916989241,bullish,decisive,moderate,reversal,up,546.05,sideways,0.0
2025-06-24 13:25:00+05:30,545.95,546.75,544.8,545.65,51436,5minute,0.6039523215798371,unknown,bearish_harami,bearish_harami,545.95,546.75,544.8,545.65,0.0005498029872630225,5.499999999998674,6.499783340553988,bearish,decisive,moderate,reversal,down,539.0,down,-0.78
2025-06-24 13:30:00+05:30,545.65,545.9,542.6,543.2,85293,5minute,1.7154976197824792,unknown,unknown,unknown,,,,,,,1.3469332778233747,,,,,,,sideways,
2025-06-24 13:35:00+05:30,543.2,543.45,541.2,543.1,70345,5minute,1.0006365983005832,doji,three_black_crows,three_black_crows,543.2,543.45,541.2,543.1,0.00018412815319466532,21.499999999994884,22.49775022497239,bearish,decisive,strong,continuation,down,543.1,sideways,0.0
2025-06-24 13:40:00+05:30,542.7,545.0,542.1,543.25,49124,5minute,0.12528225507046525,unknown,unknown,unknown,,,,,,,5.272631406702091,,,,,,,sideways,
2025-06-24 13:45:00+05:30,543.2,543.25,541.55,541.95,31972,5minute,-0.6366688409997234,bearish_belt_hold,bearish_engulfing,bearish_engulfing,543.2,543.25,541.55,541.95,0.0023064858381769532,0.3600000000000364,1.3599891200870755,bearish,decisive,strong,reversal,down,541.95,sideways,0.0
2025-06-24 13:50:00+05:30,541.95,543.25,540.4,542.85,47290,5minute,-0.09664432044790404,unknown,unknown,unknown,,,,,,,3.166631481872529,,,,,,,sideways,
2025-06-24 13:55:00+05:30,543.2,543.8,542.25,543.05,24459,5minute,-1.1584958476907752,doji,unknown,doji,543.2,543.8,542.25,543.05,0.0002762176595158659,9.333333333326765,10.33264449036074,neutral,indecision,,reversal,trend,540.55,down,-0.36
2025-06-24 14:00:00+05:30,543.25,544.3,542.5,542.5,26370,5minute,-1.224052919455799,unknown,unknown,unknown,,,,,,,2.3999680004266004,,,,,,,sideways,
2025-06-24 14:05:00+05:30,542.5,542.5,539.05,540.55,53328,5minute,0.1779391268727395,bearish_belt_hold,unknown,bearish_belt_hold,542.5,542.5,539.05,540.55,0.003607436869854862,0.7692307692307513,1.7692216962989753,bearish,decisive,moderate,reversal,down,540.55,sideways,0.0
2025-06-24 14:10:00+05:30,540.45,541.7,540.0,541.3,15925,5minute,-1.5027479088098052,unknown,unknown,unknown,,,,,,,1.9999764708653163,,,,,,,sideways,
2025-06-24 14:15:00+05:30,541.3,542.15,541.05,541.8,14003,5minute,-1.3812948526317972,unknown,unknown,unknown,,,,,,,2.1999560008800283,,,,,,,sideways,
2025-06-24 14:20:00+05:30,541.8,541.95,540.55,541.15,12117,5minute,-1.2463938134987977,unknown,bearish_engulfing,bearish_engulfing,541.8,541.95,540.55,541.15,0.0012011457082139467,1.1538461538463691,2.1538130182614728,bearish,decisive,strong,reversal,down,540.0,down,0.0
2025-06-24 14:25:00+05:30,541.2,541.2,539.4,540.0,22955,5minute,-0.7657481195600595,bearish_belt_hold,unknown,bearish_belt_hold,541.2,541.2,539.4,540.0,0.0022222222222223064,0.5,1.4999875001041658,bearish,decisive,moderate,reversal,down,540.0,sideways,0.0
2025-06-24 14:30:00+05:30,539.8,541.6,539.8,541.2,20753,5minute,-0.7491478905928357,bullish_belt_hold,unknown,bullish_belt_hold,539.8,541.6,539.8,541.2,0.0025868440502588522,0.2857142857142509,1.2857051021063786,bullish,decisive,moderate,reversal,up,541.65,up,0.01
2025-06-24 14:35:00+05:30,541.2,541.85,540.75,541.65,11243,5minute,-1.016309412275851,unknown,unknown,unknown,,,,,,,2.4443901246643174,,,,,,,sideways,
2025-06-24 14:40:00+05:30,541.5,542.0,541.5,541.6,10874,5minute,-0.9919774838629464,bullish_belt_hold,stalled_pattern,stalled_pattern,541.5,542.0,541.5,541.6,0.00018463810930580268,3.999999999998863,4.999500049993864,bearish,indecision,moderate,reversal,down,539.0,down,-0.45
2025-06-24 14:45:00+05:30,541.65,541.65,540.75,541.0,12476,5minute,-0.8569931165556522,bearish_belt_hold,bearish_engulfing,bearish_engulfing,541.65,541.65,540.75,541.0,0.0012014787430683499,0.38461538461539807,1.3845940831679648,bearish,decisive,strong,reversal,down,539.0,down,-0.35
2025-06-24 14:50:00+05:30,541.0,541.3,540.05,540.75,16210,5minute,-0.4995934408843635,unknown,unknown,unknown,,,,,,,4.99980000799968,,,,,,,sideways,
2025-06-24 14:55:00+05:30,540.65,541.0,540.4,540.9,17277,5minute,-0.34556790999992437,unknown,unknown,unknown,,,,,,,2.399904003839937,,,,,,,sideways,
2025-06-24 15:00:00+05:30,540.9,541.6,538.3,539.0,42958,5minute,1.7177578784181013,unknown,bearish_engulfing,bearish_engulfing,540.9,541.6,538.3,539.0,0.003525046382189197,0.7368421052632146,1.736832964037088,bearish,decisive,strong,reversal,down,539.0,sideways,0.0
2025-06-24 15:05:00+05:30,538.8,539.85,537.5,539.8,57786,5minute,2.141926281563994,unknown,unknown,unknown,,,,,,,2.3499765002350204,,,,,,,sideways,
2025-06-24 15:10:00+05:30,539.5,540.55,539.0,539.75,52639,5minute,1.5270332066173768,unknown,unknown,unknown,,,,,,,6.199752009919421,,,,,,,sideways,
2025-06-24 15:15:00+05:30,539.75,540.0,539.05,539.8,50189,5minute,1.4300091378795148,doji,stalled_pattern,stalled_pattern,539.75,540.0,539.05,539.8,9.262689885134222e-05,18.00000000001819,18.996200759866213,bearish,indecision,moderate,reversal,down,539.8,sideways,0.0
2025-06-24 15:20:00+05:30,540.15,541.45,540.15,541.45,45183,5minute,0.989168214828704,bullish_belt_hold,unknown,bullish_belt_hold,540.15,541.45,540.15,541.45,0.002400960384153787,0.0,0.9999923077514787,bullish,decisive,moderate,reversal,up,541.45,sideways,0.0
2025-06-24 15:25:00+05:30,541.2,542.4,540.0,540.5,74587,5minute,2.008855283833746,unknown,bearish_harami,bearish_harami,541.2,542.4,540.0,540.5,0.0012950971322850055,2.4285714285711735,3.4285224496790354,bearish,decisive,moderate,reversal,down,540.5,sideways,0.0
2025-06-25 09:15:00+05:30,545.0,549.6,541.4,542.95,179793,5minute,3.0790028960101496,shooting_star,morning_star,morning_star,542.95,545.95,542.85,545.0,0.0037614678899081733,0.5121951219512642,3.99998048790017,bullish,decisive,strong,reversal,up,548.85,up,0.25
2025-06-25 09:20:00+05:30,542.95,545.95,542.85,545.0,50087,5minute,0.09663641493669041,bullish_belt_hold,unknown,bullish_belt_hold,542.95,545.95,542.85,545.0,0.0037614678899081733,0.5121951219512642,1.5121877454256767,bullish,decisive,moderate,reversal,up,548.85,up,0.25
2025-06-25 09:25:00+05:30,545.5,549.5,545.25,548.85,77590,5minute,0.6308797911477605,bullish_belt_hold,unknown,bullish_belt_hold,545.5,549.5,545.25,548.85,0.006103671312744871,0.26865671641790184,1.268652929394232,bullish,decisive,moderate,reversal,up,548.85,sideways,0.0
2025-06-25 09:30:00+05:30,548.85,550.95,547.2,547.95,69519,5minute,0.361881322795247,shooting_star,unknown,shooting_star,548.85,550.95,547.2,547.95,0.0016424856282507112,3.1666666666667718,4.166620370884873,bearish,decisive,moderate,reversal,down,543.0,down,-0.82
2025-06-25 09:35:00+05:30,547.55,548.5,546.45,547.5,32141,5minute,-0.567314212010794,doji,unknown,doji,547.55,548.5,546.45,547.5,9.132420091315895e-05,40.00000000003638,40.99180163970843,neutral,indecision,,reversal,trend,544.6,down,-0.53
2025-06-25 09:40:00+05:30,547.35,547.35,544.5,544.6,68386,5minute,0.222362831001865,bearish_belt_hold,unknown,bearish_belt_hold,547.35,547.35,544.5,544.6,0.005049577671685641,0.03636363636364463,1.0363598677823072,bearish,decisive,moderate,reversal,down,544.05,down,0.0
2025-06-25 09:45:00+05:30,544.6,545.7,543.1,544.05,41124,5minute,-0.5335599614374287,unknown,unknown,unknown,,,,,,,4.727186778421666,,,,,,,sideways,
2025-06-25 09:50:00+05:30,544.05,545.0,543.4,544.95,41814,5minute,-0.5872860916210711,unknown,unknown,unknown,,,,,,,1.7777580249106801,,,,,,,sideways,
2025-06-25 09:55:00+05:30,544.95,545.3,543.85,544.3,17480,5minute,-1.153939801206209,unknown,unknown,unknown,,,,,,,2.2307349117701714,,,,,,,sideways,
2025-06-25 10:00:00+05:30,544.75,546.45,544.75,546.1,23223,5minute,-0.9056407026660362,bullish_belt_hold,unknown,bullish_belt_hold,544.75,546.45,544.75,546.1,0.0024720747115913252,0.25925925925927173,1.2592499314820014,bullish,decisive,moderate,reversal,up,546.1,sideways,0.0
2025-06-25 10:05:00+05:30,546.55,546.6,545.05,545.75,15411,5minute,-0.9943291495027591,bearish_belt_hold,unknown,bearish_belt_hold,546.55,546.6,545.05,545.75,0.001465872652313247,0.9375000000001954,1.937475781552926,bearish,decisive,moderate,reversal,down,543.0,down,-0.27
2025-06-25 10:10:00+05:30,545.75,545.75,544.0,544.5,15289,5minute,-0.9049802807704646,bearish_belt_hold,unknown,bearish_belt_hold,545.75,545.75,544.0,544.5,0.002295684113865932,0.4,1.3999888000895993,bearish,decisive,moderate,reversal,down,543.0,down,-0.2
2025-06-25 10:15:00+05:30,544.5,544.5,543.15,544.1,20625,5minute,-0.7229336056781506,bearish_belt_hold,three_black_crows,three_black_crows,544.5,544.5,543.15,544.1,0.0007351589781289786,2.3750000000002487,3.374915627109571,bearish,decisive,strong,continuation,down,543.0,down,-0.1
2025-06-25 10:20:00+05:30,544.1,544.25,543.3,543.55,13609,5minute,-0.7734963460302252,unknown,three_black_crows,three_black_crows,544.1,544.25,543.3,543.55,0.0010118664336308863,0.7272727272725957,1.727241322884907,bearish,decisive,strong,continuation,down,543.0,down,0.0
2025-06-25 10:25:00+05:30,543.55,543.85,542.25,543.0,17727,5minute,-0.8106748792407228,unknown,three_black_crows,three_black_crows,543.55,543.85,542.25,543.0,0.0010128913443829734,1.909090909091191,2.909038017490873,bearish,decisive,strong,continuation,down,543.0,sideways,0.0
2025-06-25 10:30:00+05:30,543.0,543.2,542.4,543.0,10358,5minute,-0.9861516865598807,doji,morning_doji_star,morning_doji_star,543.0,544.2,543.0,543.45,0.0008280430582391121,1.6666666666664982,80000.00000000681,bullish,indecision,strong,reversal,up,543.65,up,0.0
2025-06-25 10:35:00+05:30,543.0,544.2,543.0,543.45,13262,5minute,-0.7743781254265132,bullish_belt_hold,unknown,bullish_belt_hold,543.0,544.2,543.0,543.45,0.0008280430582391121,1.6666666666664982,2.666607408724082,bullish,decisive,moderate,reversal,up,543.65,up,0.0
2025-06-25 10:40:00+05:30,543.0,544.25,543.0,543.65,8680,5minute,-0.9427490652209839,bullish_belt_hold,unknown,bullish_belt_hold,543.0,544.25,543.0,543.65,0.0011956221833900069,0.9230769230769903,1.923047337733333,bullish,decisive,moderate,reversal,up,543.65,sideways,0.0
2025-06-25 10:45:00+05:30,543.5,543.75,542.55,542.85,12603,5minute,-0.6162470869577222,unknown,bearish_engulfing,bearish_engulfing,543.5,543.75,542.55,542.85,0.0011973841761075384,0.8461538461539807,1.8461254442240698,bearish,decisive,strong,reversal,down,542.85,sideways,0.0
2025-06-25 10:50:00+05:30,543.05,543.85,542.7,543.0,6042,5minute,-1.1452448428526445,doji,unknown,doji,543.05,543.85,542.7,543.0,9.20810313074669e-05,22.000000000020464,22.99540091983649,neutral,indecision,,reversal,trend,542.65,down,-0.08
2025-06-25 10:55:00+05:30,543.0,543.65,542.95,543.0,5290,5minute,-1.160408875830403,doji,morning_doji_star,morning_doji_star,543.0,543.5,542.7,543.1,0.00018412815319466532,6.999999999997726,69999.99999999318,bullish,indecision,strong,reversal,up,543.1,sideways,0.0
2025-06-25 11:00:00+05:30,543.0,543.5,542.7,543.1,6742,5minute,-1.2021976281471496,unknown,unknown,unknown,,,,,,,7.999200079989728,,,,,,,sideways,
2025-06-25 11:05:00+05:30,543.5,543.5,542.25,542.65,16806,5minute,0.6530849695974449,bearish_belt_hold,tweezer_top,tweezer_top,543.5,543.5,542.25,542.65,0.0015663871740532991,0.4705882352940783,1.4705709344595554,bearish,decisive,moderate,reversal,down,542.35,down,0.0
2025-06-25 11:10:00+05:30,542.65,543.0,542.15,542.35,5260,5minute,-1.344614249282549,unknown,unknown,unknown,,,,,,,2.8332388920374374,,,,,,,sideways,
2025-06-25 11:15:00+05:30,542.25,543.3,542.25,543.0,10107,5minute,-0.3036366011813408,bullish_belt_hold,unknown,bullish_belt_hold,542.25,543.3,542.25,543.0,0.0013812154696132596,0.39999999999993935,1.3999813335821583,bullish,decisive,moderate,reversal,up,543.0,sideways,0.0
2025-06-25 11:20:00+05:30,542.85,543.25,542.3,542.55,16211,5minute,0.9133961015096045,unknown,bearish_harami,bearish_harami,542.85,543.25,542.3,542.55,0.0005529444290850028,2.166666666666098,3.166561114628944,bearish,decisive,moderate,reversal,down,541.95,down,0.0
2025-06-25 11:25:00+05:30,542.55,542.65,541.4,541.95,13908,5minute,0.6290056748168156,unknown,unknown,unknown,,,,,,,2.0832986116901213,,,,,,,sideways,
2025-06-25 11:30:00+05:30,541.95,543.1,541.65,542.6,17575,5minute,1.3220806763639366,unknown,unknown,unknown,,,,,,,2.2307349117707362,,,,,,,sideways,
2025-06-25 11:35:00+05:30,542.9,543.4,542.6,543.05,4564,5minute,-1.3007203686361628,unknown,unknown,unknown,,,,,,,5.332977801480406,,,,,,,sideways,
2025-06-25 11:40:00+05:30,542.9,547.9,542.9,547.7,59492,5minute,3.2787950389241294,bullish_belt_hold,unknown,bullish_belt_hold,542.9,547.9,542.9,547.7,0.00876392185503025,0.041666666666651864,1.041664496532284,bullish,decisive,moderate,reversal,up,547.7,sideways,0.0
2025-06-25 11:45:00+05:30,547.6,547.6,546.1,546.5,13521,5minute,-0.03868271294105475,bearish_belt_hold,bearish_harami,bearish_harami,547.6,547.6,546.1,546.5,0.002012808783165641,0.36363636363633545,1.3636239670548167,bearish,decisive,moderate,reversal,down,546.5,sideways,0.0
2025-06-25 11:50:00+05:30,546.35,547.5,546.2,546.9,20177,5minute,0.38231025742871505,unknown,unknown,unknown,,,,,,,2.363593389211218,,,,,,,sideways,
2025-06-25 11:55:00+05:30,546.65,546.95,545.1,546.4,18080,5minute,0.2026581348064584,unknown,bearish_harami,bearish_harami,546.65,546.95,545.1,546.4,0.0004575402635431918,6.400000000000091,7.399704011839617,bearish,decisive,moderate,reversal,down,546.4,sideways,0.0
2025-06-25 12:00:00+05:30,546.2,548.5,546.05,548.2,30990,5minute,0.9822879953514003,bullish_belt_hold,unknown,bullish_belt_hold,546.2,548.5,546.05,548.2,0.0036483035388544323,0.22500000000002274,1.2249938750306475,bullish,decisive,moderate,reversal,up,552.3,up,0.47
2025-06-25 12:05:00+05:30,548.25,553.55,548.25,552.3,199302,5minute,3.3419445643853094,bullish_belt_hold,unknown,bullish_belt_hold,548.25,553.55,548.25,552.3,0.0073329712112981255,0.30864197530864546,1.30863874410187,bullish,decisive,moderate,reversal,up,552.3,sideways,0.0
2025-06-25 12:10:00+05:30,551.85,553.0,549.15,549.7,78224,5minute,0.821777013774822,unknown,bearish_harami,bearish_harami,551.85,553.0,549.15,549.7,0.003911224304165867,0.7906976744186341,1.79068934563098,bearish,decisive,moderate,reversal,down,549.7,sideways,0.0
2025-06-25 12:15:00+05:30,549.75,551.55,549.7,551.4,33055,5minute,-0.08068363268983568,bullish_belt_hold,bullish_harami,bullish_harami,549.75,551.55,549.7,551.4,0.0029923830250271626,0.12121212121208154,1.1212053260282875,bullish,decisive,moderate,reversal,up,551.8,up,0.0
2025-06-25 12:20:00+05:30,551.4,552.55,550.9,551.8,39028,5minute,-0.01114817840138533,unknown,unknown,unknown,,,,,,,4.124896877578238,,,,,,,sideways,
2025-06-25 12:25:00+05:30,551.85,552.2,550.0,551.0,16242,5minute,-0.4757398060170229,unknown,bearish_engulfing,bearish_engulfing,551.85,552.2,550.0,551.0,0.0015426497277677364,1.5882352941176314,2.588204844648871,bearish,decisive,strong,reversal,down,551.0,sideways,0.0
2025-06-25 12:30:00+05:30,551.0,551.3,550.0,551.25,13506,5minute,-0.5255054779600429,hammer,tweezer_bottom,tweezer_bottom,551.0,551.3,550.0,551.25,0.00045351473922902497,4.199999999999818,5.199792008319485,bullish,decisive,moderate,reversal,up,553.75,up,0.18
2025-06-25 12:35:00+05:30,551.05,552.8,550.7,552.75,21334,5minute,-0.38179978800393605,unknown,unknown,unknown,,,,,,,1.2352868512537296,,,,,,,sideways,
2025-06-25 12:40:00+05:30,552.75,553.9,552.15,553.75,59432,5minute,0.3240058075806339,unknown,three_white_soldiers,three_white_soldiers,552.75,553.9,552.15,553.75,0.0018058690744920992,0.75,1.7499825001749982,bullish,decisive,strong,continuation,up,553.75,up,0.0
2025-06-25 12:45:00+05:30,553.9,556.7,553.3,554.5,126163,5minute,1.4025390684991226,unknown,evening_star,evening_star,554.1,554.1,552.25,552.65,0.002623722066407393,0.2758620689654929,5.666572223796208,bearish,decisive,strong,reversal,down,549.7,down,-0.51
2025-06-25 12:50:00+05:30,554.1,554.1,552.25,552.65,25141,5minute,-0.4588513073335409,bearish_belt_hold,bearish_engulfing,bearish_engulfing,554.1,554.1,552.25,552.65,0.002623722066407393,0.2758620689654929,1.275853269977424,bearish,decisive,strong,reversal,down,549.7,down,-0.51
2025-06-25 12:55:00+05:30,552.8,553.0,551.75,551.95,11652,5minute,-0.7082270251263921,unknown,unknown,unknown,,,,,,,1.470570934459752,,,,,,,sideways,
2025-06-25 13:00:00+05:30,551.85,552.75,551.15,552.5,7706,5minute,-0.7565881779513317,unknown,unknown,unknown,,,,,,,2.461500592298701,,,,,,,sideways,
2025-06-25 13:05:00+05:30,552.7,552.85,552.0,552.45,9989,5minute,-0.6985209574340967,unknown,evening_star,evening_star,552.3,552.5,551.15,551.55,0.0013598041881968997,0.8000000000000304,3.3998640054398734,bearish,decisive,strong,reversal,down,549.7,down,-0.28
2025-06-25 13:10:00+05:30,552.3,552.5,551.15,551.55,9549,5minute,-0.6684855383673055,unknown,unknown,unknown,,,,,,,1.7999760003200262,,,,,,,sideways,
2025-06-25 13:15:00+05:30,551.75,552.0,551.0,551.05,8294,5minute,-0.7192114284530174,unknown,unknown,unknown,,,,,,,1.4285510206996115,,,,,,,sideways,
2025-06-25 13:20:00+05:30,551.15,552.0,550.7,551.25,40922,5minute,0.3407459490100102,doji,bullish_harami,bullish_harami,551.15,552.0,550.7,551.25,0.00018140589569165123,11.99999999999659,12.998700129983591,bullish,decisive,moderate,reversal,up,551.25,sideways,0.0
2025-06-25 13:25:00+05:30,551.0,551.45,550.2,551.05,11352,5minute,-0.5386784335150343,doji,evening_doji_star,evening_doji_star,551.05,551.15,549.7,549.7,0.002455885028197033,0.07407407407409591,24.995000999822768,bearish,indecision,strong,reversal,down,549.7,sideways,0.0
2025-06-25 13:30:00+05:30,551.05,551.15,549.7,549.7,46625,5minute,0.5421018236251859,bearish_belt_hold,bearish_engulfing,bearish_engulfing,551.05,551.15,549.7,549.7,0.002455885028197033,0.07407407407409591,1.0740661180287772,bearish,decisive,strong,reversal,down,549.7,sideways,0.0
2025-06-25 13:35:00+05:30,549.55,551.85,549.5,551.2,46179,5minute,0.4609701949326035,bullish_belt_hold,unknown,bullish_belt_hold,549.55,551.85,549.5,551.2,0.0029934687953557526,0.42424242424235953,1.4242337925224047,bullish,decisive,moderate,reversal,up,552.35,up,0.14
2025-06-25 13:40:00+05:30,551.25,552.0,550.85,551.6,16712,5minute,-0.4592468562354863,unknown,unknown,unknown,,,,,,,3.285620410845126,,,,,,,sideways,
2025-06-25 13:45:00+05:30,551.75,552.35,551.3,552.35,12878,5minute,-0.5546508029176528,unknown,unknown,unknown,,,,,,,1.749970833819484,,,,,,,sideways,
